FID,PUD,date,TA_AVG_1.5m,TA_MAX_1.5m,TA_MIN_1.5m,PP_SUM_1.5m,VV_AVG_2m,HSOL_SUM_1.5m,PR_AVG_1.5m,trial_len,bike_len,Com-nodes (m),dist-train,lighthouse (m),city (m),town (m),restaurant,viewpoint,camp_pitch,camp_site,caravan_site,hostel,hotel,motel,Protected area (m2),Beach area (m2),Port area (m2),Area (km2),Month
0,0.0,2020-01-01,0.6304512342701397,0.6665511273282543,0.015119285446609343,1.0945484434638284,1.3235727253166314,0.6663314633969039,1.0055535850231099,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,1
0,0.0,2022-01-01,0.5824747737844163,0.9464697657752181,-0.08013221286702965,0.7758416908081842,0.8508681805606917,1.0689750983473612,1.0076725941068725,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,1
0,0.0,2020-02-01,0.8074911307104147,0.9333357534140703,0.15572864010007637,0.571418672690675,1.055706816621599,0.8930901438826321,1.0065588823558715,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,2
0,0.0,2022-02-01,0.7014023378053644,0.8861353964911952,0.21469385334185276,0.3090489722721398,0.9138954531948169,0.9386195788680199,1.0060562336894907,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,2
0,0.0,2020-03-01,0.8061396811192676,0.9829987376546607,0.17235985409134646,0.9754358187339411,1.2526670436032405,1.232516823969642,0.9988023235236799,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,3
0,0.0,2022-03-01,0.7885708364343549,0.9284104987786399,0.26307556677100263,0.8257402227896233,1.0714636347801303,0.8399633849227759,0.9969297108450059,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,3
0,0.0,2022-04-01,0.8487103432404025,1.0535940540958306,0.39763720724582585,0.8643713443236409,1.3550863616336941,1.4334237684440325,0.9960131162180761,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,4
0,0.0,2022-05-01,1.1690038963422742,1.3610120309239475,0.996360910931556,0.38631121534017465,1.118734089255724,1.5426783020121424,0.99758019735444,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,5
0,0.0,2022-06-01,1.221034705601439,1.2756409505764865,1.1339464084957012,0.5408357014762446,0.9296522713533482,1.3519384715013523,0.9967818730019528,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,6
0,0.0,2022-07-01,1.5203807900405297,1.6245131539194768,1.6570736849483847,0.008048150319586944,1.032071589383802,2.045269385269576,0.9961412423487223,0.0,1.8561938276140952,0.10927443287130267,2.7954340782026543,0.17031959358774684,1.8020790522370884,0.8870779593233261,0.44015218027509506,0.6628470691934772,0.0,0.0,0.0,1.1861198738170347,0.9031224979983987,0.0,0.0,0.0,0.0,1.4226165454508928,7
